,sub_specie,endangered,claw_length_cm,size_cm,tail_length_cm,weight_kg
397,Maned three-toed sloth,vulnerable,8.068,62.599,4.841,4.938
398,Maned three-toed sloth,vulnerable,6.829,63.826,6.217,3.867
399,Maned three-toed sloth,vulnerable,5.934,63.276,4.224,6.355
400,Maned three-toed sloth,vulnerable,7.17,61.929,5.176,5.628
401,Maned three-toed sloth,vulnerable,7.778,64.323,3.471,6.89
402,Maned three-toed sloth,vulnerable,6.562,63.397,4.435,5.807
403,Maned three-toed sloth,vulnerable,7.282,62.311,4.588,7.191
404,Maned three-toed sloth,vulnerable,7.878,61.963,4.906,4.997
405,Maned three-toed sloth,vulnerable,7.647,64.693,5.178,4.762
406,Maned three-toed sloth,vulnerable,6.776,64.748,5.314,5.45
407,Maned three-toed sloth,vulnerable,5.721,63.922,3.876,5.791
408,Maned three-toed sloth,vulnerable,8.919,61.831,5.552,5.445
409,Maned three-toed sloth,vulnerable,7.854,63.937,4.761,7.604
410,Maned three-toed sloth,vulnerable,7.547,65.58,4.405,6.212
411,Maned three-toed sloth,vulnerable,8.77,63.965,7.979,6.53
412,Maned three-toed sloth,vulnerable,6.11,63.558,5.209,5.906
413,Maned three-toed sloth,vulnerable,7.04,62.68,5.41,5.931
414,Maned three-toed sloth,vulnerable,9.819,64.008,2.712,5.56
415,Maned three-toed sloth,vulnerable,6.055,63.894,2.838,7.158
416,Maned three-toed sloth,vulnerable,8.015,62.666,4.232,6.812
417,Maned three-toed sloth,vulnerable,7.865,64.219,4.194,5.658
418,Maned three-toed sloth,vulnerable,9.28,63.131,5.159,5.409
419,Maned three-toed sloth,vulnerable,8.328,65.036,3.497,4.018
420,Maned three-toed sloth,vulnerable,6.311,61.537,3.099,5.497
421,Maned three-toed sloth,vulnerable,7.927,63.342,3.927,6.159
422,Maned three-toed sloth,vulnerable,6.287,65.616,3.811,6.772
423,Maned three-toed sloth,vulnerable,8.765,62.441,3.432,5.018
424,Maned three-toed sloth,vulnerable,7.351,64.213,6.192,6.435
425,Maned three-toed sloth,vulnerable,8.476,64.199,6.5,6.792
426,Maned three-toed sloth,vulnerable,7.388,64.488,4.138,7.592
427,Maned three-toed sloth,vulnerable,7.917,62.841,3.719,3.464
428,Maned three-toed sloth,vulnerable,7.348,63.949,5.032,5.857
429,Maned three-toed sloth,vulnerable,7.791,64.5,5.24,6.936
430,Maned three-toed sloth,vulnerable,8.369,62.3,7.913,3.458
431,Maned three-toed sloth,vulnerable,9.381,63.362,3.729,4.147
432,Maned three-toed sloth,vulnerable,8.307,63.43,5.897,4.254
433,Maned three-toed sloth,vulnerable,8.707,62.264,4.842,6.371
434,Maned three-toed sloth,vulnerable,7.616,62.627,6.011,4.145
435,Maned three-toed sloth,vulnerable,5.945,62.459,6.983,5.623
436,Maned three-toed sloth,vulnerable,7.826,64.114,4.159,6.122
437,Maned three-toed sloth,vulnerable,8.19,62.389,5.791,5.065
438,Maned three-toed sloth,vulnerable,7.921,63.351,4.295,5.994
439,Maned three-toed sloth,vulnerable,6.813,64.038,6.835,5.075
440,Maned three-toed sloth,vulnerable,7.676,62.983,5.04,4.426
441,Maned three-toed sloth,vulnerable,8,62.919,5.071,6.17
442,Maned three-toed sloth,vulnerable,7.71,63.064,4.406,5.179
443,Maned three-toed sloth,vulnerable,7.48,63.287,5.623,4.294
444,Maned three-toed sloth,vulnerable,6.966,64.902,5.003,7.184
445,Maned three-toed sloth,vulnerable,8.703,62.469,4.593,5.594
446,Maned three-toed sloth,vulnerable,7.116,62.741,4.801,5.451
447,Maned three-toed sloth,vulnerable,6.785,63.306,3.868,3.388
448,Maned three-toed sloth,vulnerable,7.453,63.092,5.303,3.974
449,Maned three-toed sloth,vulnerable,8.212,64.133,5.504,5.891
450,Maned three-toed sloth,vulnerable,5.488,63.099,3.512,4.109
451,Maned three-toed sloth,vulnerable,7.419,62.912,3.351,6.955
452,Maned three-toed sloth,vulnerable,7.699,63.444,4.97,5.904
453,Maned three-toed sloth,vulnerable,9.088,63.658,3.326,5.669
454,Maned three-toed sloth,vulnerable,8.477,62.916,5.815,6.009
455,Maned three-toed sloth,vulnerable,8.391,62.634,4.612,6.015
456,Maned three-toed sloth,vulnerable,6.198,64.11,5.086,3.799
457,Maned three-toed sloth,vulnerable,7.718,62.934,4.733,4.332
458,Maned three-toed sloth,vulnerable,8.314,64.239,3.934,6.053
459,Maned three-toed sloth,vulnerable,6.097,63.449,5.317,5.699
460,Maned three-toed sloth,vulnerable,6.503,63.394,5.51,4.85
461,Maned three-toed sloth,vulnerable,6.214,63.353,2.726,5.019
462,Maned three-toed sloth,vulnerable,9.169,65.45,6.511,5.061
463,Maned three-toed sloth,vulnerable,6.155,62.674,5.864,7.115
464,Maned three-toed sloth,vulnerable,7.736,64.415,4.432,5.221
465,Maned three-toed sloth,vulnerable,8.779,61.617,4.856,7.096
466,Maned three-toed sloth,vulnerable,8.396,64.366,3.416,4.656
467,Maned three-toed sloth,vulnerable,7.712,63.229,5.836,5.667
468,Maned three-toed sloth,vulnerable,9.075,64.947,7.812,4.525
469,Maned three-toed sloth,vulnerable,5.338,65.084,4.592,4.967
470,Maned three-toed sloth,vulnerable,9.043,64.195,4.797,7.411
471,Maned three-toed sloth,vulnerable,8.065,62.567,5.031,5.441
472,Maned three-toed sloth,vulnerable,6.633,63.243,5.241,4.545
473,Maned three-toed sloth,vulnerable,7.099,64.41,4.163,5.076
474,Maned three-toed sloth,vulnerable,4.953,62.571,4.681,6.14
475,Maned three-toed sloth,vulnerable,7.692,62.97,3.306,6.198
476,Maned three-toed sloth,vulnerable,6.808,63.928,4.646,6.212
477,Maned three-toed sloth,vulnerable,8.712,64.634,4.04,5.821
478,Maned three-toed sloth,vulnerable,7.642,61.896,4.679,4.975
479,Maned three-toed sloth,vulnerable,7.653,64.144,4.633,5.534
480,Maned three-toed sloth,vulnerable,8.978,62.958,3.872,6.741
481,Maned three-toed sloth,vulnerable,7.364,65.089,5.079,5.327
482,Maned three-toed sloth,vulnerable,10.161,64.398,6.665,6.14
483,Maned three-toed sloth,vulnerable,7.848,64.122,4.182,4.78
484,Maned three-toed sloth,vulnerable,7.056,65.17,4.884,4.802
485,Maned three-toed sloth,vulnerable,7.331,61.621,4.452,6.378
486,Maned three-toed sloth,vulnerable,9.428,61.877,5.315,7.341
487,Maned three-toed sloth,vulnerable,7.829,63.5,4.38,5.309
488,Maned three-toed sloth,vulnerable,7.039,66.259,5.016,5.944
489,Maned three-toed sloth,vulnerable,8.24,65.275,5.731,5.608
490,Maned three-toed sloth,vulnerable,8.175,63.26,4.261,5.936
491,Maned three-toed sloth,vulnerable,5.898,62.54,4.809,5.938
492,Maned three-toed sloth,vulnerable,8.96,63.388,5.811,4.642
493,Maned three-toed sloth,vulnerable,7.566,62.725,5.544,5.995
494,Maned three-toed sloth,vulnerable,7.826,63.109,4.463,4.66
495,Maned three-toed sloth,vulnerable,8.249,64.049,4.155,4.837
496,Maned three-toed sloth,vulnerable,8.057,63.641,4.603,4.893
497,Maned three-toed sloth,vulnerable,7.642,64.816,5.72,6.373
498,Maned three-toed sloth,vulnerable,7.699,62.964,5.389,5.801
499,Maned three-toed sloth,vulnerable,6.275,62.741,5.257,6.976
500,Maned three-toed sloth,vulnerable,7.765,62.348,4.054,6.619
501,Maned three-toed sloth,vulnerable,8.18,64.87,6.055,5.227
502,Maned three-toed sloth,vulnerable,6.845,62.313,6.167,6.336
503,Maned three-toed sloth,vulnerable,7.082,63.471,5.378,6.121
504,Maned three-toed sloth,vulnerable,7.214,64.289,4.867,4.847
505,Maned three-toed sloth,vulnerable,7.373,62.033,5.908,4.958
506,Maned three-toed sloth,vulnerable,8.38,63.395,5.392,6.264
507,Maned three-toed sloth,vulnerable,7.745,63.548,2.906,6.475
508,Maned three-toed sloth,vulnerable,8.382,63.883,4.592,6.586
509,Maned three-toed sloth,vulnerable,8.497,64.121,4.184,7.092
510,Maned three-toed sloth,vulnerable,6.321,62.941,4.434,5.629
511,Maned three-toed sloth,vulnerable,6.003,62.353,6.059,4.686
512,Maned three-toed sloth,vulnerable,7.089,62.946,4.687,7.184
513,Maned three-toed sloth,vulnerable,7.705,62.102,5.224,6.325
514,Maned three-toed sloth,vulnerable,6.672,63.358,4.388,4.527
515,Maned three-toed sloth,vulnerable,7.426,63.578,4.212,7.585
516,Maned three-toed sloth,vulnerable,6.741,64.585,5.658,5.521
517,Maned three-toed sloth,vulnerable,7.932,63.237,5.685,5.939
518,Maned three-toed sloth,vulnerable,6.943,64.138,5.052,5.232
519,Maned three-toed sloth,vulnerable,7.08,62.374,4.806,4.247
520,Maned three-toed sloth,vulnerable,7.925,62.855,4.407,4.25
521,Maned three-toed sloth,vulnerable,5.358,62.863,5.563,4.586
522,Maned three-toed sloth,vulnerable,5.696,63.699,2.851,5.63
523,Maned three-toed sloth,vulnerable,7.47,64.132,7.274,6.824
524,Maned three-toed sloth,vulnerable,7.152,62.864,3.912,4.643
525,Maned three-toed sloth,vulnerable,5.718,65.337,4.963,6.715
526,Maned three-toed sloth,vulnerable,6.704,62.882,4.23,5.938
527,Maned three-toed sloth,vulnerable,6.245,64.431,4.529,5.11
528,Maned three-toed sloth,vulnerable,6.95,64.529,4.784,5.503
529,Maned three-toed sloth,vulnerable,6.359,63.483,4.706,4.906
530,Maned three-toed sloth,vulnerable,7.867,63.36,4.294,5.513
531,Maned three-toed sloth,vulnerable,8.764,63.56,4.922,4.65
532,Maned three-toed sloth,vulnerable,5.261,64.332,5.186,6.709
533,Maned three-toed sloth,vulnerable,6.095,61.782,4.399,5.658
534,Maned three-toed sloth,vulnerable,7.228,62.931,3.523,5.763
535,Maned three-toed sloth,vulnerable,7.946,63.902,5.276,7.264
536,Maned three-toed sloth,vulnerable,6.585,62.853,4.505,6.629
537,Pale-throated sloth,least_concern,8.131,50.091,5.672,3.584
538,Pale-throated sloth,least_concern,7.811,51.556,4.755,5.939
539,Pale-throated sloth,least_concern,8.52,52.16,5.006,4.816
540,Pale-throated sloth,least_concern,8.974,49.888,5.698,5.526
541,Pale-throated sloth,least_concern,6.993,49.759,3.107,6.054
542,Pale-throated sloth,least_concern,7.942,49.723,5.245,5.159
543,Pale-throated sloth,least_concern,6.067,49.136,4.41,5.283
544,Pale-throated sloth,least_concern,6.278,47.457,4.788,3.488
545,Pale-throated sloth,least_concern,8.778,50.139,4.734,4.482
546,Pale-throated sloth,least_concern,6.492,49.258,2.098,3.954
547,Pale-throated sloth,least_concern,8.789,49.19,5.995,5.478
548,Pale-throated sloth,least_concern,7.246,51.567,6.686,4.753
549,Pale-throated sloth,least_concern,7.107,50.505,3.365,3.089
550,Pale-throated sloth,least_concern,7.047,50.441,3.289,6.5
551,Pale-throated sloth,least_concern,6.305,49.585,4.993,3.592
552,Pale-throated sloth,least_concern,5.22,48.623,6.329,2.172
553,Pale-throated sloth,least_concern,9.332,50.895,5.925,4.311
554,Pale-throated sloth,least_concern,7.562,47.752,4.558,4.977
555,Pale-throated sloth,least_concern,7.981,48.638,5.793,5.988
556,Pale-throated sloth,least_concern,6.811,49.727,4.533,4.027
557,Pale-throated sloth,least_concern,7.829,50.853,5.476,4.148
558,Pale-throated sloth,least_concern,7.926,50.336,5.555,5.27
559,Pale-throated sloth,least_concern,7.434,50.444,3.259,4.689
560,Pale-throated sloth,least_concern,7.597,51.101,5.628,4.946
561,Pale-throated sloth,least_concern,9.559,49.271,5.665,4.131
562,Pale-throated sloth,least_concern,7.444,50.429,2.824,4.032
563,Pale-throated sloth,least_concern,6.758,50.123,3.971,3.834
564,Pale-throated sloth,least_concern,6.54,50.355,4.845,4.823
565,Pale-throated sloth,least_concern,6.517,50.182,4.963,5.088
566,Pale-throated sloth,least_concern,7.13,51.481,3.215,4.64
567,Pale-throated sloth,least_concern,8.036,50.479,4.037,5.296
568,Pale-throated sloth,least_concern,8.309,48.958,5.141,1.895
569,Pale-throated sloth,least_concern,9.622,49.419,5.973,5.501
570,Pale-throated sloth,least_concern,6.807,48.778,4.916,5.28
571,Pale-throated sloth,least_concern,7.713,47.94,4.413,2.411
572,Pale-throated sloth,least_concern,8.916,50.759,5.287,5.182
573,Pale-throated sloth,least_concern,9.02,50.105,4.518,4.122
574,Pale-throated sloth,least_concern,8.588,49.929,5.073,4.415
575,Pale-throated sloth,least_concern,8.8,50.121,4.967,2.872
576,Pale-throated sloth,least_concern,6.75,49.022,5.054,5.265
577,Pale-throated sloth,least_concern,8.827,48.214,3.594,5.19
578,Pale-throated sloth,least_concern,7.933,49.914,4.025,3.927
579,Pale-throated sloth,least_concern,6.973,49.457,5.503,5.323
580,Pale-throated sloth,least_concern,8.315,50.026,4.895,5.61
581,Pale-throated sloth,least_concern,7.38,50.858,4.812,4.312
582,Pale-throated sloth,least_concern,7.322,50.973,5.717,6.269
583,Pale-throated sloth,least_concern,7.608,49.378,3.736,5.386
584,Pale-throated sloth,least_concern,6.388,51.931,3.891,4.916
585,Pale-throated sloth,least_concern,8.077,50.247,7.151,4.6
586,Pale-throated sloth,least_concern,9.007,51.818,5.477,4.381
587,Pale-throated sloth,least_concern,6.37,47.583,5.412,3.591
588,Pale-throated sloth,least_concern,5.746,49.881,5.95,4.214
589,Pale-throated sloth,least_concern,7.048,51.781,4.608,4.319
590,Pale-throated sloth,least_concern,7.39,50.401,4.406,4.808
591,Pale-throated sloth,least_concern,7.243,49.09,4.406,3.942
592,Pale-throated sloth,least_concern,7.156,50.434,3.66,5.096
593,Pale-throated sloth,least_concern,7.102,48.629,4.412,3.669
594,Pale-throated sloth,least_concern,6.582,50.461,4.809,4.327
595,Pale-throated sloth,least_concern,7.438,50.14,4.277,4.899
596,Pale-throated sloth,least_concern,7.589,49.876,5.024,5.453
597,Pale-throated sloth,least_concern,8.897,49.579,5.004,3.454
598,Pale-throated sloth,least_concern,8.037,51.18,6.618,6.338
599,Pale-throated sloth,least_concern,7.501,50.277,4.487,4.859
600,Pale-throated sloth,least_concern,6.619,49.322,5.422,4.119
601,Pale-throated sloth,least_concern,7.075,50.809,4.749,4.356
602,Pale-throated sloth,least_concern,8.087,51.631,6.163,3.824
603,Pale-throated sloth,least_concern,8.478,52.034,7.4,5.649
604,Pale-throated sloth,least_concern,8.582,50.818,4.609,4.365
605,Pale-throated sloth,least_concern,8.175,50.327,3.518,5.215
606,Pale-throated sloth,least_concern,8.729,48.571,2.949,5.431
607,Pale-throated sloth,least_concern,7.402,50.11,4.992,4.566
608,Pale-throated sloth,least_concern,8.868,48.404,7.29,4.244
609,Pale-throated sloth,least_concern,7.087,50.106,4.947,3.68
610,Pale-throated sloth,least_concern,7.062,51.525,3.351,3.915
611,Pale-throated sloth,least_concern,6.801,48.444,4.144,4.955
612,Pale-throated sloth,least_concern,9.833,50.9,5.732,4.937
613,Pale-throated sloth,least_concern,8.38,49.324,6.122,4.89
614,Pale-throated sloth,least_concern,7.909,49.188,5.125,4.637
615,Pale-throated sloth,least_concern,10.092,49.555,4.877,3.878
616,Pale-throated sloth,least_concern,5.14,48.447,5.042,3.421
617,Pale-throated sloth,least_concern,8.703,49.875,5.286,3.782
618,Pale-throated sloth,least_concern,6.107,49.883,7.01,4.536
619,Pale-throated sloth,least_concern,7.56,50.16,5.117,5.971
620,Pale-throated sloth,least_concern,7.454,49.668,3.161,4.105
621,Pale-throated sloth,least_concern,8.156,50.283,4.872,4.307
622,Pale-throated sloth,least_concern,7.773,50.233,5.113,4.343
623,Pale-throated sloth,least_concern,7.064,50.416,5.836,5.537
624,Pale-throated sloth,least_concern,7.573,49.164,4.113,4.086
625,Pale-throated sloth,least_concern,8.919,49.169,4.05,4.635
626,Pale-throated sloth,least_concern,6.547,48.178,6.205,6.054
627,Pale-throated sloth,least_concern,4.113,50.302,3.419,5.776
628,Pale-throated sloth,least_concern,8.592,50.375,6.2,6.121
629,Pale-throated sloth,least_concern,8.357,50.175,5.51,5.394
630,Pale-throated sloth,least_concern,8.121,51.714,4.53,4.28
631,Pale-throated sloth,least_concern,9.015,48.116,4.61,3.949
632,Pale-throated sloth,least_concern,7.854,50.445,4.542,3.809
633,Pale-throated sloth,least_concern,7.425,50.213,5.368,4.744
634,Pale-throated sloth,least_concern,8.143,49.188,5.491,3.516
635,Pale-throated sloth,least_concern,6.818,50.556,6.282,5.23
636,Pale-throated sloth,least_concern,9.37,50.025,6.875,4.134
637,Pale-throated sloth,least_concern,8.888,48.339,4.746,4.359
638,Pale-throated sloth,least_concern,7.013,50.644,4.404,3.842
639,Pale-throated sloth,least_concern,8.551,49.514,4.531,3.551
640,Pale-throated sloth,least_concern,5.293,50.637,6.579,4.52
641,Pale-throated sloth,least_concern,9.897,50.707,7.451,5.696
642,Pale-throated sloth,least_concern,7.578,50.659,4.215,2.882
643,Pale-throated sloth,least_concern,7.061,49.537,4.322,7.011
644,Pale-throated sloth,least_concern,6.608,49.063,5.2,4.257
645,Pale-throated sloth,least_concern,8.103,50.567,4.344,4.642
646,Pale-throated sloth,least_concern,8.36,51.891,4.723,4.726
647,Pale-throated sloth,least_concern,6.974,51.187,5.602,6.613
648,Pale-throated sloth,least_concern,7.623,49.119,4.929,6.782
649,Pale-throated sloth,least_concern,8.842,49.454,4.423,4.539
650,Pale-throated sloth,least_concern,7.748,49.366,4.484,4.782
651,Pale-throated sloth,least_concern,7.195,51.557,5.146,4.509
652,Pale-throated sloth,least_concern,9.63,49.443,3.295,3.543
653,Pale-throated sloth,least_concern,7.461,50.441,4.727,2.83
654,Pale-throated sloth,least_concern,6.979,49.888,5.838,3.73
655,Pale-throated sloth,least_concern,8.386,48.086,5.481,3.712
656,Pale-throated sloth,least_concern,6.415,48.364,5.99,4.289
657,Pale-throated sloth,least_concern,6.787,48.801,4.164,4.866
658,Pale-throated sloth,least_concern,8.619,52.227,2.836,6.162
659,Pale-throated sloth,least_concern,9.045,48.682,2.359,3.913
660,Pale-throated sloth,least_concern,7.594,49.542,3.598,5.569
661,Pale-throated sloth,least_concern,6.687,51.801,5.071,3.162
662,Pale-throated sloth,least_concern,8.239,50.164,6.599,4.968
663,Pale-throated sloth,least_concern,7.97,50.033,5.281,4.864
664,Pale-throated sloth,least_concern,6.246,52.758,5.199,4.768
665,Pale-throated sloth,least_concern,7.643,50.173,4.482,3.815
666,Pale-throated sloth,least_concern,8.129,49.262,6.061,6.057
667,Pale-throated sloth,least_concern,7.607,51.065,3.87,5.761
668,Pale-throated sloth,least_concern,7.41,50.694,5.826,4.874
669,Pale-throated sloth,least_concern,10.184,48.641,4.99,3.959
670,Pale-throated sloth,least_concern,6.242,47.945,5.846,5.52
671,Pale-throated sloth,least_concern,6.491,50.685,4.159,2.937
672,Pale-throated sloth,least_concern,7.292,49.573,6.399,4.528
673,Pale-throated sloth,least_concern,7.798,48.127,5.094,5.253
674,Pale-throated sloth,least_concern,5.951,52.399,5.532,4.948
675,Pale-throated sloth,least_concern,8.049,50.153,5.006,4.575
676,Pale-throated sloth,least_concern,7.035,48.382,3.018,5.464
677,Pale-throated sloth,least_concern,7.232,48.869,5.028,5.75
678,Pale-throated sloth,least_concern,8.02,50.797,4.814,4.627
679,Pale-throated sloth,least_concern,7.759,50.054,3.522,4.169
680,Pale-throated sloth,least_concern,7.876,48.991,3.241,6.442
681,Pale-throated sloth,least_concern,7.334,49.926,4.722,4.177
682,Pale-throated sloth,least_concern,7.744,49.526,4.706,6.251
683,Pale-throated sloth,least_concern,8.095,49.178,4.506,3.577
684,Pale-throated sloth,least_concern,8.596,49.921,4.3,3.487
685,Pale-throated sloth,least_concern,6.866,49.133,4.176,3.3
686,Pale-throated sloth,least_concern,5.332,50.037,4.996,4.601
687,Pale-throated sloth,least_concern,8.74,50.77,5.292,4.683
688,Pale-throated sloth,least_concern,8.799,48.872,6.082,4.221
689,Pale-throated sloth,least_concern,5.495,50.861,4.147,5.232
690,Pale-throated sloth,least_concern,6.681,49.769,6.327,3.423
691,Pale-throated sloth,least_concern,6.775,48.566,6.181,3.677
692,Pale-throated sloth,least_concern,8.749,48.542,3.805,4.263
693,Pale-throated sloth,least_concern,9.403,49.444,3.191,3.577
694,Pale-throated sloth,least_concern,8.279,50.743,5.104,4.587
695,Pale-throated sloth,least_concern,6.023,49.586,6.293,4.246
696,Pale-throated sloth,least_concern,7.375,49.658,4.127,4.164
697,Pale-throated sloth,least_concern,6.952,50.09,6.772,4.554
698,Pale-throated sloth,least_concern,5.839,49.312,3.408,7.11
699,Pale-throated sloth,least_concern,8.853,49.503,5.117,4.59
700,Pale-throated sloth,least_concern,8.578,50.753,5.431,5.299
701,Pale-throated sloth,least_concern,7.305,50.576,3.607,4.111
702,Pale-throated sloth,least_concern,7.648,50.976,5.041,5.107
703,Pale-throated sloth,least_concern,5.7,49.965,4.939,4.805
704,Pale-throated sloth,least_concern,7.582,50.146,7.606,7.629
705,Pale-throated sloth,least_concern,7.64,46.928,5.409,4.517
706,Pale-throated sloth,least_concern,8.943,48.647,5.154,3.712
707,Pale-throated sloth,least_concern,7.683,50.872,5.327,2.941
708,Pale-throated sloth,least_concern,8.165,50.698,5.403,4.752
